OrthoSymbol	africanFrog	americanAlligator	americanEel	axolotl	bambooShark	barnOwl	beardedDragon	blindMoleRat	brownRat	budgerigar	canary	cat	catshark	chicken	cod	commonBuzzard	commonKestrel	cow	crabMacaque	daubentonBat	dog	eagleOwl	egyptianBat	emu	flavescentPeacockFish	garterSnake	giltheadBream	goldenEagle	gosHwak	greenAnole	groundBoa	groundSquirrel	harpyEagle	hawaiianCrow	honeyguide	hoodedCrow	horse	human	japaneseGecko	labMouse	littleOwl	mallardDuck	marmoset	minkeWhale	mousebird	nancymaMonkey	northernPike	oceanJacket	oldwife	oliveBaboon	opossum	orientalScopsOwl	ostrich	peregrineFalcon	pig	pigeon	quail	redStingray	rhesusMacaque	roundleafBat	sacwingedBat	sandRat	sparrowHawk	spottedGar	sunangel	tawnyOwl	tuna	uralOwl	westernFrog	whiteWagtail	yangtzeCatfish	zebraShark	zebrafinch	zebrafish
AEBP1	aebp1.L,aebp1.S	AEBP1	LOC135264869,aebp1a	AEBP1	LOC140459682	AEBP1	AEBP1	Aebp1	Aebp1	AEBP1	AEBP1	AEBP1	LOC140396897	AEBP1	aebp1a,aebp1b	AEBP1	ENSFTIG00000011475	AEBP1	AEBP1	AEBP1	AEBP1		AEBP1		aebp1a,aebp1b	AEBP1	aebp1a,aebp1b	AEBP1	AEBP1	aebp1	AEBP1	Aebp1	AEBP1	AEBP1	AEBP1	AEBP1	AEBP1	AEBP1	AEBP1	Aebp1	AEBP1	AEBP1	AEBP1	AEBP1		AEBP1	aebp1,si_ch1073-459j12.1	aebp1a,aebp1b	aebp1a,aebp1b	AEBP1	AEBP1	ENSOSUG00000010716	AEBP1	AEBP1	AEBP1	AEBP1	AEBP1	LOC140733656	AEBP1	AEBP1	AEBP1	Aebp1	ENSANIG00000006789	aebp1a	AEBP1	AEBP1	aebp1a,aebp1b	AEBP1	aebp1	AEBP1	aebp1a,aebp1b	LOC125447959	AEBP1	aebp1a,aebp1b
SLC4A2	LOC108704633,slc4a2.S	SLC4A2	LOC135260731,slc4a2b	SLC4A2	LOC140476825	SLC4A2	SLC4A2	Slc4a2	Slc4a2	SLC4A2	SLC4A2	SLC4A2	LOC140385965	SLC4A2	slc4a2a,slc4a2b	SLC4A2	ENSFTIG00000012711	SLC4A2	SLC4A2	SLC4A2	SLC4A2		SLC4A2	SLC4A2	slc4a2a,slc4a2b	SLC4A2	slc4a2b	SLC4A2	SLC4A2	slc4a2	SLC4A2	Slc4a2	SLC4A2	SLC4A2	SLC4A2	SLC4A2	SLC4A2	SLC4A2	SLC4A2	Slc4a2	SLC4A2	SLC4A2	SLC4A2	SLC4A2	SLC4A2	SLC4A2	slc4a2a,slc4a2b	slc4a2a,slc4a2b	slc4a2a,slc4a2b	SLC4A2	SLC4A2	ENSOSUG00000015738	SLC4A2	SLC4A2	SLC4A2	SLC4A2	SLC4A2	LOC140727548	SLC4A2	SLC4A2	SLC4A2	Slc4a2	ENSANIG00000004948	slc4a2a	SLC4A2	SLC4A2	slc4a2a,slc4a2b	SLC4A2	slc4a2		LOC124375303,slc4a2a	LOC125451757	SLC4A2	slc4a2a,slc4a2b
PRKAG3	prkag3.L,prkag3.S	PRKAG3	LOC135241135,LOC135251736	PRKAG3	LOC140481810	PRKAG3	PRKAG3	Prkag3	Prkag3	PRKAG3	PRKAG3	PRKAG3	prkag3a	PRKAG3	prkag3b	PRKAG3	ENSFTIG00000008170	PRKAG3	PRKAG3	PRKAG3	PRKAG3	ENSBOBG00000011397	PRKAG3	PRKAG3	prkag3a	LOC106547369	prkag3a,prkag3b	PRKAG3	PRKAG3	prkag3	PRKAG3	Prkag3	PRKAG3	PRKAG3	PRKAG3	PRKAG3	PRKAG3	PRKAG3	LOC107122113	Prkag3	PRKAG3	PRKAG3	PRKAG3	PRKAG3	PRKAG3	PRKAG3	prkag3a,prkag3b	prkag3a,prkag3b	prkag3a,prkag3b	PRKAG3	PRKAG3	ENSOSUG00000001397	PRKAG3	PRKAG3	PRKAG3	PRKAG3	PRKAG3		PRKAG3	PRKAG3	PRKAG3	Prkag3	ENSANIG00000001382	LOC102683132	PRKAG3	PRKAG3	prkag3a,prkag3b	PRKAG3	prkag3	PRKAG3	prkag3a,prkag3b	LOC125454117	PRKAG3	prkag3a,prkag3b
GRIK2	grik2.L,grik2.S	GRIK2	grik2	GRIK2	LOC140458462	GRIK2	GRIK2	Grik2	Grik2	GRIK2	GRIK2	GRIK2	LOC140410977	GRIK2	grik2	GRIK2	ENSFTIG00000010087	GRIK2	GRIK2	GRIK2	GRIK2	ENSBOBG00000002468	GRIK2	GRIK2	LOC115774093,LOC115776876	LOC106542040	LOC115573831,grik2	GRIK2	GRIK2	grik2	GRIK2	Grik2	GRIK2	GRIK2	GRIK2	GRIK2	GRIK2	GRIK2	GRIK2	Grik2	GRIK2	GRIK2	GRIK2	GRIK2	GRIK2	GRIK2	LOC105021682,grik2	LOC142879901,grik2	LOC139302141,grik2	GRIK2	GRIK2	ENSOSUG00000012200	GRIK2	GRIK2	GRIK2	GRIK2	GRIK2	LOC140733312	GRIK2	GRIK2	GRIK2	Grik2		grik2	GRIK2	GRIK2	LOC122999719,grik2	GRIK2	grik2	GRIK2	LOC124401024,grik2	LOC125452265	GRIK2	LOC100537813,grik2
NR4A1	nr4a1.L,nr4a1.S	NR4A1	LOC135237474,nr4a1	NR4A1	LOC140471253	NR4A1	NR4A1	Nr4a1	Nr4a1	NR4A1	NR4A1	NR4A1	LOC140405407	NR4A1	LOC115557610,nr4a1	NR4A1	ENSFTIG00000002465	NR4A1	NR4A1	NR4A1	NR4A1		NR4A1	NR4A1	LOC115780878,nr4a1	NR4A1	LOC115583363,nr4a1	NR4A1	NR4A1	nr4a1	NR4A1	Nr4a1	NR4A1	NR4A1	NR4A1		NR4A1	NR4A1	NR4A1	Nr4a1	NR4A1	NR4A1	NR4A1	NR4A1	NR4A1	NR4A1	LOC105017087,nr4a1	LOC142887114,nr4a1	LOC139282360,nr4a1	NR4A1	NR4A1	ENSOSUG00000004289	NR4A1	NR4A1		NR4A1	NR4A1	LOC140741221	NR4A1	NR4A1	NR4A1	Nr4a1	ENSANIG00000015616	nr4a1	NR4A1	NR4A1	LOC122981028,nr4a1	NR4A1	nr4a1	NR4A1	LOC124402483,nr4a1	LOC125448304	NR4A1	nr4a1
SOX4	sox4.L,sox4.S	SOX4	sox4a,sox4b	SOX4	sox4b	SOX4	SOX4	Sox4	Sox4	SOX4	SOX4	SOX4	sox4b	SOX4	sox4a,sox4b	SOX4	ENSFTIG00000004335	SOX4	SOX4	SOX4	SOX4		SOX4	SOX4	sox4a,sox4b	SOX4	sox4a,sox4b	SOX4	SOX4	sox4	SOX4		SOX4	SOX4	SOX4	SOX4	SOX4	SOX4	SOX4	Sox4	SOX4	SOX4	SOX4	SOX4	SOX4	SOX4	sox4a,sox4b	sox4a,sox4b	sox4a,sox4b	SOX4	SOX4		SOX4	SOX4	SOX4	SOX4	SOX4	sox4b	SOX4	SOX4	SOX4	Sox4	ENSANIG00000012894	sox4a	SOX4	SOX4	sox4a,sox4b	SOX4	sox4	SOX4	LOC124385089,sox4a	LOC125460598	SOX4	sox4a,sox4b
SOX11	sox11.L,sox11.S	SOX11	sox11a,sox11b	SOX11	LOC140465635	SOX11	SOX11	Sox11	Sox11	SOX11	SOX11	SOX11	LOC140410518	SOX11	sox11a	SOX11	ENSFTIG00000006631	SOX11	SOX11	SOX11	SOX11	ENSBOBG00000008579	SOX11	SOX11	sox11a,sox11b	SOX11	sox11a,sox11b	SOX11	SOX11	sox11	SOX11	Sox11	SOX11	SOX11		SOX11	SOX11	SOX11	SOX11	Sox11	SOX11	SOX11	SOX11	SOX11	SOX11	SOX11	LOC105030690,sox11a	sox11a	sox11a,sox11b	SOX11	SOX11	ENSOSUG00000005621	SOX11	SOX11	SOX11	SOX11	SOX11	LOC140733469	SOX11	SOX11	SOX11	Sox11	ENSANIG00000017935	sox11a	SOX11	SOX11	sox11a,sox11b	SOX11	sox11	SOX11	sox11a,sox11b	LOC125452742	SOX11	sox11a,sox11b
ZDHHC14	LOC108716125,LOC108717854	ZDHHC14	LOC135252446,LOC135257269	ZDHHC14	zdhhc14	ZDHHC14	ZDHHC14	Zdhhc14	Zdhhc14	ZDHHC14	ZDHHC14	ZDHHC14		ZDHHC14	LOC115543672,zdhhc14	ZDHHC14	ENSFTIG00000014001	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	ENSBOBG00000009382	ZDHHC14	ZDHHC14	LOC115773911,zdhhc14	ZDHHC14	LOC115565866,LOC115574099	ZDHHC14	ZDHHC14	zdhhc14	ZDHHC14	Zdhhc14	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	Zdhhc14	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	LOC105015775,zdhhc14	zdhhc14	LOC139297435,LOC139302445	ZDHHC14	ZDHHC14	ENSOSUG00000014407	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	ZDHHC14	zdhhc14	ZDHHC14	ZDHHC14	ZDHHC14	Zdhhc14	ENSANIG00000010308	zdhhc14	ZDHHC14	ZDHHC14	LOC122997797,zdhhc14	ZDHHC14	zdhhc14	ZDHHC14	LOC124389921,zdhhc14	zdhhc14	ZDHHC14	zdhhc14
IHH	ihh.L,ihh.S	IHH	ihha	IHH	LOC140482445	IHH	IHH	Ihh	Ihh	IHH	IHH	IHH	LOC140386733	IHH	LOC115547594,ihha	IHH	ENSFTIG00000008725	IHH	IHH	IHH	IHH		IHH	IHH	LOC115794780,LOC115800536	IHH	LOC115577040,LOC115587507	IHH	IHH	ihh	IHH	Ihh	IHH	IHH	IHH	IHH	IHH	IHH	IHH	Ihh	IHH	IHH	IHH	IHH	IHH	IHH	LOC105023172,ihha	LOC142880674,LOC142897537	LOC139292213,LOC139306547	IHH	IHH	ENSOSUG00000001864	IHH	IHH	IHH	IHH	IHH	LOC140728052	IHH	IHH	IHH	Ihh	ENSANIG00000015485	ihha	IHH	IHH	LOC122976271,LOC122992188	IHH	ihh	IHH	ihha	LOC125453760	IHH	ihha,ihhb
ZHX1	zhx1.L,zhx1.S	ZHX1	LOC135256568,LOC135261504	ZHX1	LOC140477289	ZHX1	ZHX1	Zhx1	Zhx1	ZHX1	ZHX1	ZHX1	LOC140385108	C2H8ORF76	LOC115535398,zhx1	ZHX1	ENSFTIG00000008400	ZHX1	ZHX1	ZHX1	ZHX1	ENSBOBG00000007561	ZHX1	ZHX1	LOC115788083,zhx1	ZHX1	LOC115578622,zhx1	ZHX1	ZHX1	zhx1	ZHX1	Zhx1	ZHX1	ZHX1	ZHX1	ZHX1	ZHX1	ZHX1	ZHX1	Zhx1	ZHX1	ZHX1	ZHX1	ZHX1	ZHX1	ZHX1	LOC105016591,LOC105028046	LOC142900127,zhx1	LOC139290387,LOC139298545	ZHX1	ZHX1	ENSOSUG00000006865	ZHX1	ZHX1	ZHX1	ZHX1	ZHX1	LOC140730216	ZHX1	ZHX1	ZHX1	Zhx1	ENSANIG00000015086	LOC102682653	ZHX1	ZHX1	LOC122970553,LOC122986936	ZHX1	zhx1	ZHX1	LOC124403879	LOC125451545	ZHX1	
GDF6	LOC108719358,gdf6.S	GDF6	gdf6a	GDF6	LOC140477032	GDF6	GDF6	Gdf6	Gdf6	GDF6	GDF6	GDF6	LOC140385679	GDF6	gdf6a,gdf6b	GDF6	ENSFTIG00000015204	GDF6	GDF6	GDF6	GDF6		GDF6	GDF6	gdf6a,gdf6b	GDF6	gdf6a,gdf6b	GDF6	GDF6	gdf6	GDF6	Gdf6	GDF6	GDF6	GDF6	GDF6	GDF6	GDF6	GDF6	Gdf6	GDF6	GDF6	GDF6	GDF6	GDF6	GDF6	gdf6a,gdf6b	gdf6a,gdf6b	gdf6a,gdf6b	GDF6	GDF6		GDF6	GDF6	GDF6	GDF6	GDF6	gdf6a	GDF6	GDF6	GDF6	Gdf6	ENSANIG00000005879	gdf6a	GDF6	GDF6	gdf6a,gdf6b	GDF6	gdf6	GDF6	gdf6a,gdf6b	gdf6a	GDF6	gdf6a,gdf6b
AMIGO3	amigo3.L,amigo3.S	AMIGO3	LOC135235100,amigo3	AMIGO3	amigo3	AMIGO3	AMIGO3		Amigo3	AMIGO3	AMIGO3	AMIGO3	amigo3	AMIGO3	LOC115551222,amigo3	AMIGO3	ENSFTIG00000003047	AMIGO3	AMIGO3	AMIGO3	AMIGO3	ENSBOBG00000012031	AMIGO3	AMIGO3	LOC115783590,amigo3		LOC115584475,amigo3	AMIGO3	AMIGO3	amigo3	AMIGO3	Amigo3	AMIGO3	AMIGO3	AMIGO3	AMIGO3	AMIGO3	AMIGO3	AMIGO3	Amigo3	AMIGO3	AMIGO3	AMIGO3	AMIGO3	AMIGO3		LOC105013960,amigo3	LOC142879805,LOC142888631	LOC139289544,amigo3	AMIGO3	AMIGO3	ENSOSUG00000002266		AMIGO3		AMIGO3	AMIGO3	amigo3	AMIGO3	AMIGO3	AMIGO3	Amigo3	ENSANIG00000010334	amigo3	AMIGO3	AMIGO3	LOC122981884,amigo3	AMIGO3	amigo3	AMIGO3	LOC124399157,amigo3	amigo3	AMIGO3	LOC110438334,amigo3
SHD	LOC121398557,shd.L	SHD	shda,shdb	SHD	LOC140494547	SHD	SHD	Shd	Shd	SHD	SHD	SHD	shdb	SHD	shda,shdb	SHD	ENSFTIG00000002942	SHD	SHD	SHD	SHD		SHD	SHD	shda,shdb		LOC115566298,shdb	SHD	SHD	shd	SHD	Shd	SHD	SHD	SHD	SHD	SHD	SHD	SHD	Shd	SHD	SHD	SHD	SHD	SHD	SHD	LOC105019867,shdb	shda,shdb	LOC139297592,shdb	SHD	SHD	ENSOSUG00000004762	SHD	SHD	SHD	SHD	SHD	LOC140739992	SHD	SHD	SHD	Shd	ENSANIG00000016049	shdb	SHD	SHD	LOC122998167,shdb	SHD	shd		shda	shdb	SHD	shda,shdb
EDNRB	ednrb.L,ednrb.S	EDNRB	LOC135240976,LOC135250992	EDNRB	LOC140481550	EDNRB	EDNRB	Ednrb	Ednrb	EDNRB	EDNRB	EDNRB	LOC140391562	EDNRB	LOC115533570	EDNRB	ENSFTIG00000011570	EDNRB	EDNRB	EDNRB	EDNRB	ENSBOBG00000009797	EDNRB	EDNRB	ednrba	EDNRB	ednrba,ednrbb	EDNRB	EDNRB	ednrb	EDNRB	Ednrb	EDNRB	EDNRB	EDNRB	EDNRB	EDNRB	EDNRB	EDNRB	Ednrb	EDNRB	EDNRB	EDNRB	EDNRB	EDNRB	EDNRB	ednrba,ednrbb	LOC142884787,LOC142897486	LOC139292057,ednrba	EDNRB	EDNRB	ENSOSUG00000004131	EDNRB	EDNRB	EDNRB	EDNRB	EDNRB	LOC140715418	EDNRB	EDNRB	EDNRB	Ednrb	ENSANIG00000017275	LOC102695491	EDNRB	EDNRB	LOC122992534,ednrba	EDNRB	ednrb	EDNRB	ednrba	LOC125453266	EDNRB	ednrba,ednrbb
HES1	hes1.L,hes1.S	HES1	LOC135252302,LOC135256514	HES1	LOC140478916	HES1	HES1	Hes1	Hes1	HES1	HES1	HES1	her6	HES1	her6	HES1	ENSFTIG00000011723	HES1	HES1	HES1	HES1		HES1	HES1	LOC115796081,her6	HES1	LOC115573149,her6	HES1	HES1	hes1	HES1	Hes1	HES1	HES1	HES1	HES1	HES1	HES1	HES1	Hes1	HES1	HES1	HES1	HES1	HES1	HES1	LOC105030365,her6	LOC142884206,her6	LOC139296691,her6	HES1	HES1	ENSOSUG00000005438	HES1	HES1	HES1	HES1	HES1	her6	HES1	HES1	HES1	Hes1	ENSANIG00000009836	her6	HES1	HES1	LOC122993915,her6	HES1	hes1	HES1	her6	her6	HES1	her6
MYLK4	mylk4.L,mylk4.S	MYLK4	mylk4a,mylk4b	MYLK4	LOC140464909	MYLK4	MYLK4	Mylk4	Mylk4	MYLK4		MYLK4	mylk4b	MYLK4	mylk4a,mylk4b	MYLK4	ENSFTIG00000003519	MYLK4	MYLK4	MYLK4	LOC488190	ENSBOBG00000008334	MYLK4	MYLK4	mylk4a,mylk4b	LOC106555816	mylk4a,mylk4b	MYLK4	MYLK4	mylk4	MYLK4	Mylk4	MYLK4	MYLK4		MYLK4	MYLK4	MYLK4	LOC107106205	Mylk4		MYLK4	MYLK4	MYLK4	MYLK4	MYLK4	mylk4a,mylk4b	mylk4a,mylk4b	mylk4a,mylk4b	MYLK4	MYLK4	ENSOSUG00000005256	MYLK4	MYLK4	MYLK4	MYLK4	MYLK4	mylk4b	MYLK4	MYLK4	MYLK4	Mylk4	ENSANIG00000010768	mylk4b	MYLK4	MYLK4	LOC122993764,mylk4b	MYLK4	mylk4	MYLK4	mylk4a,mylk4b	LOC125460867	MYLK4	mylk4a,mylk4b
PLPPR5	plppr5.L,plppr5.S	PLPPR5	plppr5a,plppr5b	PLPPR5	LOC140480041	PLPPR5	PLPPR5	Plppr5	Plppr5	PLPPR5	PLPPR5	PLPPR5	LOC140426156	PLPPR5	LOC115537570	PLPPR5	ENSFTIG00000010357	PLPPR5	PLPPR5	PLPPR5	PLPPR5	ENSBOBG00000004912	PLPPR5	PLPPR5	LOC115796463,LOC115799063		LOC115570251,LOC115572882	PLPPR5	PLPPR5	plppr5	PLPPR5	Plppr5	PLPPR5	PLPPR5	PLPPR5	PLPPR5	PLPPR5	PLPPR5	PLPPR5	Plppr5	PLPPR5	PLPPR5	PLPPR5	PLPPR5	PLPPR5	PLPPR5	plppr5b	LOC142880307,LOC142881299	LOC139296171,LOC139304229	PLPPR5	PLPPR5	ENSOSUG00000015346	PLPPR5	PLPPR5	PLPPR5	PLPPR5	PLPPR5	plppr5a	PLPPR5	PLPPR5	PLPPR5	Plppr5	ENSANIG00000009182	plppr5b	PLPPR5	PLPPR5	LOC122993949,plppr5b	PLPPR5	plppr5	PLPPR5	plppr5a,plppr5b	LOC125456654	PLPPR5	plppr5a,plppr5b
MEIS1	meis1.S,meis2.L	MEIS1	LOC135244450,meis1a	MEIS1	LOC140483348	MEIS1	MEIS1	Meis1	Meis1	MEIS1	MEIS1	MEIS1	LOC140421923	MEIS1	LOC115540850	MEIS1	ENSFTIG00000004142	MEIS1	MEIS1	MEIS1	MEIS1	ENSBOBG00000008064	MEIS1	MEIS1	meis1a,meis1b	LOC106557178	LOC115578437,meis1b	MEIS1	MEIS1	meis1	MEIS1	Meis1	MEIS1	MEIS1	MEIS1	MEIS1	MEIS1	MEIS1	MEIS1	Meis1	MEIS1	MEIS1	MEIS1	MEIS1	MEIS1	MEIS1	meis1a,meis1b	meis1a	LOC139293847,meis1a	MEIS1	MEIS1	ENSOSUG00000011927	MEIS1	MEIS1	MEIS1	MEIS1	MEIS1	meis1a	MEIS1	MEIS1	MEIS1	Meis1		LOC102686232	MEIS1	MEIS1	LOC122997539,meis1a	MEIS1	meis1	MEIS1	meis1a,meis1b	meis1a	MEIS1	meis1a,meis1b
SLC44A5	slc44a5.L,slc44a5.S	SLC44A5	slc44a5a,slc44a5b	SLC44A5	LOC140480153	SLC44A5	SLC44A5	Slc44a5	Slc44a5	SLC44A5	SLC44A5	SLC44A5	slc44a5b	SLC44A5	LOC115549574,slc44a5b	SLC44A5	ENSFTIG00000000259	SLC44A5	SLC44A5	SLC44A5	SLC44A5	ENSBOBG00000000390	SLC44A5	SLC44A5	slc44a5b	LOC106544986	LOC115571985,slc44a5b	SLC44A5	SLC44A5	slc44a5	SLC44A5	Slc44a5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	Slc44a5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	slc44a5a,slc44a5b	slc44a5b	LOC139296063,slc44a5b	SLC44A5	SLC44A5	ENSOSUG00000015641	SLC44A5	SLC44A5	SLC44A5	SLC44A5	SLC44A5	slc44a5b	SLC44A5	SLC44A5	SLC44A5	Slc44a5	ENSANIG00000001106	slc44a5b	SLC44A5	SLC44A5	LOC122993909,slc44a5b	SLC44A5	slc44a5	SLC44A5	slc44a5a	slc44a5b	SLC44A5	slc44a5a,slc44a5b
TCF15	tcf15.L,tcf15.S	TCF15	LOC135238246,tcf15	TCF15	tcf15	TCF15	TCF15	Tcf15	Tcf15	TCF15	TCF15	TCF15	tcf15	TCF15	LOC115552145,tcf15	TCF15	ENSFTIG00000000691	TCF15	TCF15	TCF15	TCF15	ENSBOBG00000000024	TCF15	TCF15	LOC115780654,tcf15	LOC106546622	LOC115583523,tcf15	TCF15	TCF15	tcf15	TCF15		TCF15	TCF15	TCF15	TCF15	TCF15	TCF15	TCF15	Tcf15	TCF15	TCF15	TCF15	TCF15	TCF15	TCF15	LOC105016721,tcf15	LOC142887231,tcf15	LOC139283303,tcf15	TCF15	TCF15	ENSOSUG00000000033	TCF15	TCF15	TCF15	TCF15	TCF15	tcf15	TCF15	TCF15	TCF15	Tcf15	ENSANIG00000015446	tcf15	TCF15	TCF15	LOC122981503,tcf15	TCF15	tcf15	TCF15	tcf15	tcf15	TCF15	tcf15
CDK5R2	cdk5r2.L,cdk5r2.S	CDK5R2	LOC135241168,LOC135250849	CDK5R2	LOC140482440	CDK5R2	CDK5R2	Cdk5r2	Cdk5r2	CDK5R2	CDK5R2	CDK5R2	cdk5r2a	CDK5R2	LOC115541790,cdk5r2b	CDK5R2	ENSFTIG00000008609	CDK5R2	CDK5R2	CDK5R2	CDK5R2		CDK5R2	CDK5R2	LOC115795683,LOC115800582	CDK5R2	LOC115576672,cdk5r2b	CDK5R2	CDK5R2	cdk5r2	CDK5R2	Cdk5r2	CDK5R2		CDK5R2	CDK5R2	CDK5R2	CDK5R2	LOC107125466	Cdk5r2	CDK5R2	CDK5R2	CDK5R2	CDK5R2	CDK5R2	CDK5R2	cdk5r2a,cdk5r2b	cdk5r2b	LOC139306462,cdk5r2b	CDK5R2	CDK5R2	ENSOSUG00000001811	CDK5R2	CDK5R2	CDK5R2	CDK5R2	CDK5R2	LOC140728043	CDK5R2	CDK5R2	CDK5R2	Cdk5r2	ENSANIG00000001362	cdk5r2b	CDK5R2	CDK5R2	LOC122976547,cdk5r2b	CDK5R2	cdk5r2	CDK5R2	cdk5r2a,cdk5r2b	LOC125454195	CDK5R2	cdk5r2a,cdk5r2b
LSM14B	lsm14b.L,lsm14b.S	LSM14B	lsm14b	LSM14B	lsm14b	LSM14B	LSM14B	Lsm14b	Lsm14b	LSM14B	LSM14B	LSM14B	lsm14b	LSM14B	LOC115544238,LOC115557167	LSM14B	ENSFTIG00000001022	LSM14B	LSM14B	LSM14B	LSM14B	ENSBOBG00000007660	LSM14B	LSM14B	LOC115780287,lsm14b	LSM14B	LOC115583613,lsm14b	LSM14B	LSM14B	lsm14b	LSM14B	Lsm14b	LSM14B	LSM14B	LSM14B	LSM14B	LSM14B	LSM14B	LSM14B	Lsm14b	LSM14B	LSM14B	LSM14B	LSM14B	LSM14B	LSM14B	LOC105017337,lsm14b	LOC142880398,lsm14b	LOC139282892,lsm14b	LSM14B	LSM14B	ENSOSUG00000007941	LSM14B	LSM14B	LSM14B	LSM14B	LSM14B	lsm14b	LSM14B	LSM14B	LSM14B	Lsm14b	ENSANIG00000005406	lsm14b	LSM14B	LSM14B	LOC122980498,lsm14b	LSM14B	lsm14b	LSM14B	lsm14b	lsm14b	LSM14B	lsm14b
ISL2	LOC108711275,isl2.S	ISL2	LOC135255507,isl2a	ISL2	isl2a	ISL2	ISL2	Isl2	Isl2	ISL2	ISL2	ISL2	LOC140404362	ISL2	LOC115559314,isl2a	ISL2	ENSFTIG00000008204	ISL2	ISL2	ISL2	ISL2		ISL2	ISL2	isl2a,isl2b	LOC106551492	isl2a,isl2b	ISL2	ISL2	isl2	ISL2	Isl2	ISL2	ISL2	ISL2	ISL2	ISL2	ISL2	ISL2	Isl2	ISL2	ISL2	ISL2	ISL2	ISL2	ISL2	isl2a,isl2b	isl2a,isl2b	isl2a,isl2b	ISL2	ISL2	ENSOSUG00000009709	ISL2	ISL2	ISL2	ISL2	ISL2	isl2a	ISL2	ISL2	ISL2	Isl2		isl2a	ISL2	ISL2	isl2a,isl2b	ISL2	isl2	ISL2	isl2a	LOC125446845	ISL2	isl2a,isl2b
CSNK1D	csnk1d.L	CSNK1D	LOC135243881,LOC135248450	CSNK1D	LOC140463971	CSNK1D	CSNK1D	Csnk1d	Csnk1d	CSNK1D	CSNK1D	CSNK1D	LOC140395512	CSNK1D	csnk1db	CSNK1D	ENSFTIG00000008243	CSNK1D	CSNK1D	CSNK1D	CSNK1D	ENSBOBG00000014527	CSNK1D	CSNK1D	csnk1da,csnk1db	CSNK1D	csnk1da,csnk1db	CSNK1D	CSNK1D	csnk1d	CSNK1D	Csnk1d	CSNK1D	CSNK1D	CSNK1D	CSNK1D	CSNK1D	CSNK1D	CSNK1D	Csnk1d	CSNK1D	CSNK1D	CSNK1D	CSNK1D	CSNK1D	CSNK1D	csnk1da,csnk1db	csnk1da	csnk1da,csnk1db	CSNK1D	CSNK1D	ENSOSUG00000006904	CSNK1D	CSNK1D	CSNK1D	CSNK1D	CSNK1D	LOC140714652	CSNK1D	CSNK1D	CSNK1D	LOC129666472	ENSANIG00000006421	csnk1db	CSNK1D	CSNK1D	csnk1da,csnk1db	CSNK1D	csnk1d	CSNK1D	csnk1da,csnk1db	LOC125463598	CSNK1D	csnk1da,csnk1db
CBX4	cbx4.L,cbx4.S	CBX4	LOC135243709,LOC135249022	CBX4	cbx4	CBX4	CBX4	Cbx4	Cbx4	CBX4	CBX4	CBX4	cbx4	CBX4	cbx4,cbx8b	CBX4	ENSFTIG00000004817	CBX4	CBX4	CBX4	CBX4		CBX4	CBX4	LOC115793149,cbx4	CBX4	LOC115589292,cbx4	CBX4	CBX4	cbx4	CBX4	Cbx4	CBX4	CBX4	CBX4	CBX4	CBX4	CBX4	CBX4	Cbx4	CBX4	CBX4	CBX4	CBX4	CBX4	CBX4	LOC105021558,cbx4	LOC142895216,cbx4	LOC139300163,cbx4	CBX4	CBX4	ENSOSUG00000004065	CBX4	CBX4	CBX4	CBX4	CBX4	cbx4	CBX4	CBX4	CBX4	Cbx4	ENSANIG00000002287	cbx4	CBX4	CBX4	LOC122979305,cbx4	CBX4	cbx4		LOC124385754,cbx4	cbx4	CBX4	cbx4
DDX17	ddx17.L	DDX17	LOC135243882,LOC135248858	DDX17	LOC140489163	DDX17	DDX17	Ddx17	Ddx17	DDX17	DDX17	DDX17	LOC140403891	DDX17	ddx17	DDX17	ENSFTIG00000014649	DDX17	DDX17	DDX17	DDX17	ENSBOBG00000006632	DDX17	DDX17	LOC115781685,LOC115784247	DDX17	LOC115575102,LOC115584431	DDX17	DDX17	ddx17	DDX17	Ddx17	DDX17	DDX17	DDX17	DDX17	DDX17	DDX17	DDX17	Ddx17	DDX17	DDX17	DDX17	DDX17	DDX17	DDX17	LOC105012177,LOC105025771	LOC142892222,LOC142896303	LOC139292341,LOC139300832	DDX17	DDX17	ENSOSUG00000008324	DDX17	DDX17	DDX17	DDX17	DDX17	LOC140719320	DDX17	DDX17	DDX17	Ddx17	ENSANIG00000010919	ddx17	DDX17	DDX17	LOC122967663,LOC122979066	DDX17	ddx17	DDX17	ddx17	LOC125447054	DDX17	ddx17
