OrthoSymbol	atlanticHagfish	fareasternBrookLamprey	seaLamprey
OG0005767	LOC137412371	TTLL12	TTLL12
OG0005768	LOC137412395	PPWD1	PPWD1
OG0005772	LOC137412467	LOC133350316	LOC103091776
OG0005773	LOC137412487	TNIP1	TNIP1
OG0005774	LOC137412517	LOC133350336	LOC116939882
OG0005775	LOC137412559	PDCD6IP	PDCD6IP
OG0005777	LOC137412635	CMTM4	LOC116956137
OG0005778	LOC137412638	LOC133357506	LOC116954428
OG0005779	LOC137412673	LOC133350359	LOC116951887
OG0005781	LOC137412687	LOC133360571	LOC116956684
OG0005783	LOC137412692	LOC133342421	LOC116943159
OG0005789	LOC137412761	LOC133361904	LOC116958448
OG0005790	LOC137412780	SNAP25	LOC116939462
OG0005791	LOC137412799	LOC133356908	LOC116955544
OG0005794	LOC137412825	ALKBH2	ALKBH2
OG0005795	LOC137412837	LOC133339380	LOC116938249
OG0005796	LOC137412884	MEP1A	MEP1A
OG0005798	LOC137412890	LOC133349561	LOC116942285
OG0005801	LOC137412964	LOC133343397	FGF8
OG0005802	LOC137412972	PTPRG	LOC116951263
OG0005803	LOC137412978	LOC133355659	TXNRD3
OG0005804	LOC137412980	LOC133355609	LOC116952316
OG0005805	LOC137413019	ANAPC10	ANAPC10
OG0005806	LOC137413024	DOP1A	DOP1A
OG0005807	LOC137413066	LOC133339396	LOC116958777
OG0005814	LOC137413154	LOC133346024	LOC116938619
OG0005816	LOC137413210	LOC133351623	LOC116947436
OG0005817	LOC137413230	LOC133354762	LOC116953182
OG0005821	LOC137413401	LOC133351819	LOC116947487
OG0005822	LOC137413421	IRAK4	IRAK4
OG0005823	LOC137413428	LOC133350087	LOC116943524
OG0005824	LOC137413452	CLUH	CLUH
OG0005825	LOC137413465	LOC133351574	LOC116947437
OG0005826	LOC137413476	LOC133349639	LOC116948727
OG0005827	LOC137413520	LOC133351678	LOC116947525
OG0005828	LOC137413529	LOC133351680	CAV1
OG0005829	LOC137413530	CCDC186	CCDC186
OG0005830	LOC137413566	LOC133349283	LOC116942722
OG0005831	LOC137413567	LOC133349075	LOC116942725
OG0005832	LOC137413570	LOC133349274	LOC116942709
OG0005833	LOC137413634	LOC133352864	LOC116946601
OG0005834	LOC137413651	LOC133352943	LOC116946531
OG0005835	LOC137413663	SLC30A9	SLC30A9
OG0005837	LOC137413758	LOC133352756	LOC116948404
OG0005839	LOC137413802	LOC133351768	LOC116947493
OG0005840	LOC137413816	LOC133339812	LOC116947383
OG0005842	LOC137413846	SLIRP	SLIRP
OG0005843	LOC137413853	LOC133352760	LOC116948410
OG0005844	LOC137413882	LOC133352064	LOC116948975
OG0005845	LOC137414062	LOC133340580	LOC116951500
OG0005846	LOC137414076	NDC1	NDC1
OG0005847	LOC137414160	LOC133347744	LOC116955587
OG0005849	LOC137414259	GPAT4	GPAT4
OG0005850	LOC137414276	LOC133351650	LOC116947466
OG0005856	LOC137414535	ERCC1	ERCC1
OG0005858	LOC137414560	LOC133351675	LOC116947418
OG0005859	LOC137414592	LOC133348798	LOC116951826
OG0005860	LOC137414614	LOC133357536	LOC103091778
OG0005861	LOC137414633	LOC133346729	LOC116940774
OG0005865	LOC137414833	LOC133340300	LOC116945727
OG0005866	LOC137414850	LOC133351626	LMOD2
OG0005867	LOC137414855	DCTN4	DCTN4
OG0005869	LOC137414863	LOC133348802	TLCD2
OG0005870	LOC137414867	LOC133352316	LOC116950439
OG0005872	LOC137414902	LOC133351643	LOC116947417
OG0005874	LOC137415056	LOC133349781	LOC116948581
OG0005876	LOC137415121	DACT1	DACT1
OG0005877	LOC137415165	INVS	INVS
OG0005878	LOC137415211	FEM1C	LOC116948520
OG0005879	LOC137415216	LOC133341240	DLL1
OG0005880	LOC137415220	MGAT2	MGAT2
OG0005882	LOC137415278	TMEM45B	TMEM45B
OG0005883	LOC137415451	LOC133351659	LOC116947609
OG0005885	LOC137415472	LOC133354538	LOC116950956
OG0005886	LOC137415487	LOC133351715	LOC116947613
OG0005888	LOC137415526	LOC133351796	LOC116947615
OG0005889	LOC137415573	LOC133351719	LOC103091698
OG0005890	LOC137415665	LOC133355488	LOC116952303
OG0005891	LOC137415681	LOC133349230	LOC116942657
OG0005892	LOC137415685	LOC133341864	LOC116944998
OG0005893	LOC137415686	LOC133350542	LOC116940336
OG0005894	LOC137415894	HOXA2	HOXA2
OG0005895	LOC137415895	MTX2	MTX2
OG0005896	LOC137415896	LOC133346134	LOC103091721
OG0005898	LOC137415931	MOB2	LOC116939981
OG0005899	LOC137415961	LOC133344879	LOC116940989
OG0005901	LOC137415993	LOC133341401	LOC116947764
OG0005902	LOC137415997	BEGAIN	LOC116939575
OG0005904	LOC137416046	PSKH1	LOC116954223
OG0005907	LOC137416149	LOC133354736	LOC116953264
OG0005908	LOC137416158	LOC133343934	LOC116942165
OG0005909	LOC137416167	ACTMAP	ACTMAP
OG0005910	LOC137416210	LOC133354635	LOC116953247
OG0005911	LOC137416228	SCRT1	SCRT1
OG0005912	LOC137416257	LOC133350003	LOC116943614
OG0005913	LOC137416260	C50H19orf25	C52H19orf25
OG0005914	LOC137416273	LOC133355173	SETBP1
OG0005915	LOC137416329	ZYG11B	ZYG11B
OG0005916	LOC137416354	LOC133346951	LOC116939324
OG0005917	LOC137416395	ZNF131	LOC116953624
OG0005918	LOC137416438	LOC133351216	LOC116946924
OG0005919	LOC137416518	LOC133355244	LOC116953476
OG0005920	LOC137416525	LOC133342997	LOC116942766
OG0005921	LOC137416533	LOC133357316	LOC116937871
OG0005922	LOC137416538	LOC133351696	LOC116947498
OG0005924	LOC137416593	LOC133348939	LOC116950310
OG0005925	LOC137416603	LOC133350335	LOC116939884
OG0005926	LOC137416616	LOC133350745	LOC116940150
OG0005927	LOC137416617	DTNB	LOC116946484
OG0005931	LOC137416793	DLEC1	DLEC1
OG0005932	LOC137416807	LOC133342187	LOC116943232
OG0005933	LOC137416824	LOC133349727	LOC116948639
OG0005934	LOC137416826	LOC133349722	LOC116948640
OG0005935	LOC137416855	LOC133342344	LOC116943124
OG0005936	LOC137416877	LOC133354218	LOC116950725
OG0005937	LOC137416882	LOC133342424	LOC116943158
OG0005938	LOC137416938	LOC133359048	LOC116942562
OG0005940	LOC137416970	CEP57	LOC142906995
OG0005941	LOC137417026	LOC133350702	LOC116937103
OG0005942	LOC137417030	LOC133341839	LOC116944974
OG0005946	LOC137417106	LOC133353490	LOC116946133
OG0005947	LOC137417115	LOC133345307	LOC116949965
OG0005948	LOC137417126	DCAF17	DCAF17
OG0005950	LOC137417195	LOC133354950	OTUD6B
OG0005951	LOC137417209	DRC1	DRC1
OG0005953	LOC137417302	LOC133340411	LOC116945999
OG0005955	LOC137417397	RAB35	LOC116957770
OG0005957	LOC137417415	LOC133351748	LOC116947540
OG0005958	LOC137417416	LOC133352428	LOC116950386
OG0005959	LOC137417443	LOC133345962	LOC116938685
OG0005960	LOC137417444	EPDR1	EPDR1
OG0005961	LOC137417491	LOC133351621	LOC116947515
OG0005963	LOC137417537	LOC133351757	LOC116947511
OG0005964	LOC137417557	MTMR2	MTMR2
OG0005965	LOC137417558	LOC133342933	SOHLH2
OG0005966	LOC137417607	LOC133342182	LOC142924825
OG0005967	LOC137417608	LOC133354450	LOC116951047
OG0005968	LOC137417610	XRN1	XRN1
OG0005969	LOC137417644	LOC133347226	LOC116939589
OG0005970	LOC137417661	USP25	LOC116951950
OG0005971	LOC137417682	LOC133351890	LOC116948952
OG0005973	LOC137417782	VAT1L	VAT1L
OG0005974	LOC137417802	LOC133357779	LOC116955651
OG0005975	LOC137417805	LOC133342859	LOC116942819
OG0005976	LOC137417898	LOC133342686	LOC116949304
OG0005977	LOC137417913	BOLA3	BOLA3
OG0005978	LOC137417957	LOC133344633	LOC116940872
OG0005979	LOC137417992	LOC133344909	LOC116945532
OG0005980	LOC137417993	LOC133342875	PDGFRA
OG0005981	LOC137417995	HSF1	HSF1
OG0005984	LOC137418027	LOC133357042	LOC116955509
OG0005985	LOC137418038	LOC133345708	LOC116941276
OG0005986	LOC137418040	LOC133345581	LOC103091798
OG0005987	LOC137418041	LOC133345580	LOC116941277
OG0005989	LOC137418117	TPMT	TPMT
OG0005990	LOC137418138	LOC133342327	LOC116943267
OG0005991	LOC137418147	OARD1	OARD1
OG0005992	LOC137418169	LOC133342260	LOC116943331
OG0005993	LOC137418203	CHTOP	CHTOP
OG0005997	LOC137418274	TSPAN18	TSPAN18
OG0005998	LOC137418277	LOC133354150	ADAR
OG0005999	LOC137418316	LOC133346638	LOC116939791
OG0006000	LOC137418334	LOC133353575	LOC116946272
OG0006001	LOC137418335	POLDIP3	POLDIP3
OG0006002	LOC137418422	LOC133350476	LOC116940330
OG0006003	LOC137418482	LOC133346552	LOC116938799
OG0006005	LOC137418495	LOC133348827	LOC116950226
OG0006006	LOC137418543	LOC133346902	LOC116939366
OG0006007	LOC137418554	LOC133358848	LOC116955175
OG0006008	LOC137418559	LOC133353358	LOC116945118
OG0006009	LOC137418566	LOC133343885	CLK2
OG0006011	LOC137418670	ELK3	LOC116947569
OG0006012	LOC137418691	LOC133351417	LOC116945646
OG0006014	LOC137418729	OLFM2	LOC116944879
OG0006015	LOC137418765	LOC133341435	LOC116947725
OG0006018	LOC137418798	LOC133351697	LOC116947554
OG0006019	LOC137418807	WIPI2	WIPI2
OG0006020	LOC137418811	LOC133357118	LOC116955559
OG0006021	LOC137418819	LOC133353391	LOC116937727
OG0006022	LOC137418837	LOC133351610	LOC116947562
OG0006023	LOC137418870	LOC133351658	LOC103091720
OG0006024	LOC137418881	LOC133354231	LOC116950856
OG0006026	LOC137418972	EIF5B	EIF5B
OG0006027	LOC137419094	RPS3A	RPS3A
OG0006028	LOC137419101	KCND1	KCND1
OG0006029	LOC137419146	LOC133358841	LOC116955176
OG0006030	LOC137419160	LOC133350403	LOC116940012
OG0006031	LOC137419189	LOC133351845	LOC116948777
OG0006032	LOC137419273	LOC133344708	LOC116949716
OG0006033	LOC137419284	LOC133350720	LOC142930887
OG0006034	LOC137419313	LOC133342397	LOC116943182
OG0006035	LOC137419391	LOC133352764	LOC116948254
OG0006036	LOC137419426	OXT	OXT
OG0006037	LOC137419436	HAUS2	HAUS2
OG0006038	LOC137419443	NEDD1	NEDD1
OG0006039	LOC137419465	LOC133351798	LOC116947574
OG0006040	LOC137419498	NASP	LOC116948959
OG0006041	LOC137420453	RFX4	RFX4
OG0006042	LOC137420551	ATRN	ATRN
OG0006043	LOC137420552	METTL13	METTL13
OG0006044	LOC137420554	GFRA4	LOC116940477
OG0006045	LOC137420556	LOC133343326	LOC116940472
OG0006046	LOC137420558	DNAAF9	DNAAF9
OG0006047	LOC137420571	LOC133343530	LOC116940704
OG0006048	LOC137420578	HPS6	HPS6
OG0006049	LOC137420592	LOC133346617	LOC116939609
OG0006050	LOC137420594	STARD5	STARD5
OG0006051	LOC137420598	LOC133346600	LOC116939423
OG0006053	LOC137420607	LOC133343084	LOC116943055
OG0006054	LOC137420609	LOC133351799	LOC116947558
OG0006055	LOC137420613	LOC133347639	LOC116953331
OG0006056	LOC137420624	LOC133343369	LOC116940521
OG0006057	LOC137420625	LOC133343453	LOC116940615
OG0006058	LOC137420629	LOC133346784	LOC116941188
OG0006061	LOC137420644	LOC133345207	FOXJ3
OG0006062	LOC137420668	LOC133358964	MNS1
OG0006063	LOC137420680	LOC133343477	LOC116940643
OG0006064	LOC137420684	LOC133343479	JMJD1C
OG0006065	LOC137420686	LOC133343501	RTKN
OG0006066	LOC137420695	LOC133343491	LOC116940661
OG0006067	LOC137420696	LOC133343494	LOC116940664
OG0006068	LOC137420699	ERI1	ERI1
OG0006069	LOC137420701	LOC133343488	LOC116940650
OG0006070	LOC137420704	LOC133343279	LOC116940431
OG0006071	LOC137420707	LOC133343278	LOC116940434
OG0006072	LOC137420708	LMAN2	LOC116940691
OG0006073	LOC137420710	LOC133343552	LOC116940727
OG0006074	LOC137420712	HPSE	HPSE
OG0006075	LOC137420718	CTBP1	LOC116940724
OG0006076	LOC137420722	DCP2	DCP2
OG0006077	LOC137420724	LOC133343509	LOC116940684
OG0006078	LOC137420731	LOC133346428	LOC116951237
OG0006079	LOC137420732	LOC133346683	LOC116940170
OG0006080	LOC137420734	LOC133346572	LOC116939048
OG0006081	LOC137420735	LOC133346432	LOC116951705
OG0006082	LOC137420737	LOC133346434	LOC116951546
OG0006083	LOC137420747	LOC133346405	PGP
OG0006084	LOC137420750	TP53BP1	TP53BP1
OG0006085	LOC137420760	COMMD4	COMMD4
OG0006087	LOC137420772	SNX3	SNX3
OG0006088	LOC137420781	TTC36	TTC36
OG0006089	LOC137420787	RNF4	RNF4
OG0006090	LOC137420790	LOC133343364	LOC116940517
OG0006091	LOC137420799	LOC133346608	LOC116939508
OG0006092	LOC137420800	LOC133346605	LOC116939503
OG0006093	LOC137420802	LOC133343365	LOC116940518
OG0006094	LOC137420803	LOC133343639	LOC142924440
OG0006095	LOC137420805	LOC133346610	LOC116939525
OG0006096	LOC137420807	SNCAIP	SNCAIP
OG0006097	LOC137420812	LOC133346452	LOC116956130
OG0006098	LOC137420813	LOC133346457	LOC116956544
OG0006099	LOC137420815	LOC133346326	LOC116956955
OG0006100	LOC137420816	ACER1	ACER1
OG0006102	LOC137420830	LOC133346460	LOC116957147
OG0006103	LOC137420854	LOC133341238	LOC116947918
OG0006104	LOC137420862	IGFBP7	IGFBP7
OG0006105	LOC137420870	LOC133346579	LOC116939099
OG0006106	LOC137420872	LOC133346735	LOC116940748
OG0006107	LOC137420875	APBA1	APBA1
OG0006108	LOC137420876	LOC133346581	LOC116941764
OG0006109	LOC137420881	LOC133346506	LOC116938750
OG0006110	LOC137420885	LOC133346585	LOC116939211
OG0006111	LOC137420893	STC2	LOC116940710
OG0006112	LOC137420899	LOC133343425	GPR26
OG0006113	LOC137420905	LOC133343422	LOC116940576
OG0006114	LOC137420909	LOC133343412	LOC116940564
OG0006115	LOC137420913	SFXN5	SFXN5
OG0006116	LOC137420928	LOC133343388	LOC116940547
OG0006117	LOC137420930	LOC133343339	LOC116940489
OG0006118	LOC137420935	LOC133343556	LOC116940731
OG0006119	LOC137420938	LOC133343203	SPON2
OG0006120	LOC137420942	LOC133343362	LOC116940512
OG0006121	LOC137420943	LOC133343357	LOC116940508
OG0006122	LOC137420949	POLR2H	POLR2H
OG0006123	LOC137420953	LOC133343377	LOC116940544
OG0006124	LOC137420959	LOC133343466	LOC116940634
OG0006125	LOC137420975	LOC133346471	LOC116938253
OG0006126	LOC137420978	LOC133346472	MINDY2
OG0006127	LOC137420979	LOC133346474	RNF111
OG0006128	LOC137420986	LOC133346480	LOC116938531
OG0006129	LOC137420995	LOC133346416	LOC116948518
OG0006130	LOC137420997	LOC133350242	LOC116939989
OG0006131	LOC137421006	LOC133346425	LOC116950482
OG0006132	LOC137421016	LOC133346427	LOC116951118
OG0006133	LOC137421018	LOC133346692	LOC116940268
OG0006134	LOC137421022	LOC133348023	LOC116955955
OG0006135	LOC137421027	LOC133346674	LOC116940090
OG0006136	LOC137421031	REST	LOC116944669
OG0006137	LOC137421041	LOC133346666	MEF2C
OG0006138	LOC137421058	PACSIN1	LOC116940071
OG0006139	LOC137421059	LOC133346647	LOC116939875
OG0006140	LOC137421060	LOC133346644	LOC116939853
OG0006141	LOC137421076	LOC133343282	BAG3
OG0006142	LOC137421077	LOC133343263	RGS12
OG0006143	LOC137421081	LOC133347724	LOC116955790
OG0006144	LOC137421082	PDGFC	PDGFC
OG0006145	LOC137421083	LOC133343342	LOC116940494
OG0006146	LOC137421088	LOC133343290	NAT8L
OG0006147	LOC137421090	LOC133343269	LOC116940443
OG0006148	LOC137421092	LOC133346699	LOC116940340
OG0006149	LOC137421103	LOC133350228	LOC116940002
OG0006150	LOC137421113	LOC133343504	LOC116940677
OG0006151	LOC137421118	LOC133343481	LOC116940653
OG0006152	LOC137421126	LOC133346759	LOC116940943
OG0006153	LOC137421130	LOC133340531	LOC116951374
OG0006154	LOC137421132	LOC133343283	LOC116940435
OG0006155	LOC137421133	SH3PXD2B	LOC116940433
OG0006156	LOC137421140	LOC133346771	LOC116940973
OG0006157	LOC137421165	PEAK1	LOC116947527
OG0006158	LOC137421183	LOC133346591	LOC116939249
OG0006159	LOC137421188	LOC133343806	LOC116944622
OG0006160	LOC137421192	VWA2	VWA2
OG0006161	LOC137421193	LOC133343436	LOC116940596
OG0006162	LOC137421213	LOC133346760	LOC116941922
OG0006163	LOC137421217	LOC133346716	LOC116940492
OG0006164	LOC137421219	ADAL	MAPDA
OG0006165	LOC137421220	LOC133347795	LOC116954879
OG0006166	LOC137421221	FGF10	LOC116940573
OG0006167	LOC137421222	LOC133346730	LOC116940607
OG0006168	LOC137421238	ADCY2	ADCY2
OG0006169	LOC137421239	LOC133350805	LOC116944095
OG0006170	LOC137421240	GALNS	GALNS
OG0006171	LOC137421242	PABPN1	PABPN1
OG0006172	LOC137421245	RBL1	LOC116944117
OG0006173	LOC137421254	LOC133350842	LOC116944135
OG0006174	LOC137421258	LOC133350875	LOC116944164
OG0006175	LOC137421266	LOC133343814	LOC116941933
OG0006176	LOC137421272	DAPK1	DAPK1
OG0006177	LOC137421286	LOC133350371	LOC116939849
OG0006178	LOC137421292	LOC133350921	LOC116944224
OG0006179	LOC137421295	DNAJA2	DNAJA2
OG0006180	LOC137421303	LOC133350990	LOC116944296
OG0006182	LOC137421324	LOC133356959	SCMH1
OG0006183	LOC137421338	LOC133358509	LOC116955932
OG0006184	LOC137421360	LOC133350595	C8H5orf15
OG0006185	LOC137421366	LOC133354517	LOC116952887
OG0006186	LOC137421373	MLF2	LOC116946895
OG0006187	LOC137421397	LOC133350544	LOC116940334
OG0006188	LOC137421420	LOC133352949	LOC116946527
OG0006189	LOC137421424	LOC133347505	LOC116951968
OG0006190	LOC137421427	LOC133350803	LOC116944091
OG0006191	LOC137421439	LOC133350874	LOC116944163
OG0006192	LOC137421444	LOC133350867	LOC116944157
OG0006193	LOC137421446	LOC133348804	LOC116951827
OG0006194	LOC137421456	LOC133348972	LOC116951977
OG0006195	LOC137421458	LOC133350105	LOC116951934
OG0006196	LOC137421468	LEAP2	LEAP2
OG0006197	LOC137421469	LOC133350852	LOC116944141
OG0006198	LOC137421477	LOC133339648	DUSP12
OG0006199	LOC137421494	LOC133343737	LOC116938084
OG0006200	LOC137421496	CHAF1A	CHAF1A
OG0006201	LOC137421497	FEM1B	FEM1B
OG0006202	LOC137421506	LOC133343789	LOC116942139
OG0006203	LOC137421507	MOCS2	MOCS2
OG0006204	LOC137421512	PGPEP1	LOC116941930
OG0006205	LOC137421515	TTC23	TTC23
OG0006206	LOC137421520	LOC133343832	LOC116941917
OG0006207	LOC137421528	FUT11	POFUT4
OG0006208	LOC137421530	LOC133343728	LOC116942026
OG0006209	LOC137421531	LOC133354092	LOC116950813
OG0006210	LOC137421532	MAPK6	LOC116942207
OG0006211	LOC137421546	LOC133340314	LOC116944361
OG0006212	LOC137421556	LOC133348879	LOC116951851
OG0006213	LOC137421561	LOC133346565	LOC116938918
OG0006214	LOC137421571	ADGRL2	LOC116951953
OG0006215	LOC137421586	LOC133349233	LOC116951938
OG0006216	LOC137421588	LOC133346391	LOC116945237
OG0006217	LOC137421593	LOC133349346	LOC116951879
OG0006218	LOC137421594	EPS15L1	EPS15L1
OG0006219	LOC137421598	LOC133349307	LOC116952002
OG0006220	LOC137421606	LOC133346340	LOC116943662
OG0006221	LOC137421615	LOC133343791	LOC116941956
OG0006222	LOC137421619	LOC133343793	LOC116941957
OG0006223	LOC137421626	LOC133343804	LOC116941945
OG0006224	LOC137421627	LOC133343803	LOC116941944
OG0006225	LOC137421631	LOC133343807	LOC116941943
OG0006226	LOC137421649	LOC133343874	LOC116941867
OG0006227	LOC137421683	IDNK	IDNK
OG0006228	LOC137421689	SEC11A	SEC11A
OG0006229	LOC137421697	LOC133343880	LOC116942220
OG0006230	LOC137421723	LOC133350938	LOC116944042
OG0006231	LOC137421728	SMPDL3B	SMPDL3B
OG0006232	LOC137421737	LOC133352934	ARHGAP18
OG0006233	LOC137421739	LOC133352935	LOC116946694
OG0006234	LOC137421753	LOC133344082	LOC116941723
OG0006235	LOC137421761	LOC133352853	LOC116946479
OG0006236	LOC137421765	LOC133352905	LOC116946503
OG0006237	LOC137421768	LOC133352972	LOC116946622
OG0006238	LOC137421770	LOC133353023	LOC116946630
OG0006239	LOC137421771	LOC133353410	LOC116945247
OG0006240	LOC137421773	LOC133353040	LOC116946633
OG0006241	LOC137421787	LOC133353256	LOC116945158
OG0006242	LOC137421788	LOC133353043	LOC116946545
OG0006243	LOC137421801	LOC133352909	LOC116946605
OG0006244	LOC137421807	CENPC	CENPC
OG0006246	LOC137421815	LOC133350085	LOC116951930
OG0006247	LOC137421820	LOC133359120	LOC116943857
OG0006248	LOC137421829	LOC133352844	LOC116946586
OG0006249	LOC137421832	LOC133352841	LOC116946473
OG0006250	LOC137421834	LOC133349206	LOC116951834
OG0006251	LOC137421842	LOC133353095	LOC116946677
OG0006252	LOC137421852	LOC133353005	LOC116946639
OG0006253	LOC137421856	LOC133352842	LOC116946474
OG0006254	LOC137421872	LOC133353028	LOC116946616
OG0006255	LOC137421885	TTC14	TTC14
OG0006256	LOC137421888	CCN4	LOC116946669
OG0006257	LOC137421892	LOC133352966	LOC116946671
OG0006258	LOC137421893	CUTC	CUTC
OG0006259	LOC137421897	LOC133352991	LOC116946530
OG0006260	LOC137421907	LOC133359145	LOC116944195
OG0006261	LOC137421912	GRHL2	GRHL2
OG0006262	LOC137421928	LOC133352857	LOC116946589
OG0006263	LOC137421929	LOC133353076	LOC116946573
OG0006264	LOC137421965	LOC133343895	LOC116942205
OG0006265	LOC137421979	LOC133343620	LOC116942143
OG0006266	LOC137421981	LOC133343581	LOC116942141
OG0006267	LOC137421982	LOC133343928	LOC116942132
OG0006268	LOC137421983	SLC31A2	LOC116953208
OG0006269	LOC137421984	LOC133343606	LOC116942169
OG0006270	LOC137421993	LOC133350351	LOC116951956
OG0006271	LOC137422005	SLC44A1	SLC44A1
OG0006272	LOC137422009	KIAA1328	KIAA1328
OG0006273	LOC137422025	LOC133354937	LOC116952036
OG0006274	LOC137422027	NECAB1	LOC116944154
OG0006275	LOC137422041	FHOD3	LOC116944038
OG0006276	LOC137422043	CALB2	LOC116944176
OG0006277	LOC137422051	LOC133350983	LOC116944288
OG0006278	LOC137422071	LOC133343660	LOC116942109
OG0006279	LOC137422073	LOC133343663	AFG2B
OG0006280	LOC137422086	LOC133354183	LOC116950768
OG0006281	LOC137422088	LOC133354073	LOC116950692
OG0006282	LOC137422090	PDP1	PDP1
OG0006283	LOC137422092	LOC133350823	LOC116944114
OG0006284	LOC137422099	LOC133350954	LOC116944256
OG0006285	LOC137422103	PLEKHF2	PLEKHF2
OG0006286	LOC137422105	FBXL17	FBXL17
OG0006287	LOC137422120	LOC133343439	LOC116940599
OG0006289	LOC137422139	LOC133346436	LOC116952559
OG0006290	LOC137422146	LOC133346667	LOC116940048
OG0006291	LOC137422155	PCYOX1	PCYOX1
OG0006292	LOC137422159	LOC133346609	LOC116939517
OG0006293	LOC137422163	LOC133354624	LOC116953043
OG0006294	LOC137422167	LOC133346580	LOC116939131
OG0006295	LOC137422171	LOC133346583	ISLR2
OG0006296	LOC137422173	LOC133343207	LOC116940579
OG0006297	LOC137422175	LOC133343208	LOC116940580
OG0006298	LOC137422192	LOC133346569	LOC116939026
OG0006299	LOC137422199	TMC3	TMC3
OG0006300	LOC137422202	LOC133346639	LOC116939815
OG0006301	LOC137422221	LOC133346710	LOC116940454
OG0006302	LOC137422254	LOC133346675	UACA
OG0006303	LOC137422282	LOC133350798	LOC116944082
OG0006304	LOC137422284	LOC133350834	LOC116944127
OG0006305	LOC137422316	LOC133350554	LOC116951855
OG0006306	LOC137422321	LOC133352078	LOC116948942
OG0006307	LOC137422340	LOC133343847	LOC116941894
OG0006308	LOC137422356	GRAMD2B	LOC116942000
OG0006309	LOC137422360	NEO1	NEO1
OG0006310	LOC137422366	LOC133352873	LOC116946489
OG0006312	LOC137422419	POLR2F	POLR2F
OG0006313	LOC137422422	LOC133343904	LOC116942193
OG0006314	LOC137422427	LOC133350822	LOC116944112
OG0006315	LOC137422441	LOC133346310	LOC116943886
OG0006317	LOC137422460	LOC133346403	LOC116946682
OG0006318	LOC137422481	LOC133343227	LOC116940711
OG0006319	LOC137422490	LOC133343535	LOC103091760
OG0006320	LOC137422500	LOC133352049	LOC116948911
OG0006321	LOC137422512	LOC133346477	LOC116938518
OG0006322	LOC137422551	LOC133343303	LOC116940447
OG0006323	LOC137422586	LOC133350767	LOC116944238
OG0006324	LOC137422609	FRMD3	LOC116941991
OG0006325	LOC137422620	LOC133353310	LOC116945160
OG0006326	LOC137422658	DUSP28	DUSP28
OG0006327	LOC137422689	LOC133343426	CPXM2
OG0006328	LOC137422708	LOC133350435	LOC116951912
OG0006329	LOC137422709	LOC133349686	LOC116951937
OG0006330	LOC137422715	LOC133350753	LOC116944244
OG0006331	LOC137422868	LOC133361120	LOC116958258
OG0006332	LOC137422869	LOC133361157	LOC116958189
OG0006333	LOC137422883	LOC133347592	LOC116953010
OG0006334	LOC137422885	LOC133353030	LOC116946685
OG0006335	LOC137422895	LOC133347693	LOC116953993
OG0006336	LOC137422896	LOC133347694	LOC116953997
OG0006337	LOC137422897	LOC133347748	LOC116955497
OG0006338	LOC137422900	HBS1L	HBS1L
OG0006339	LOC137422904	LOC133347433	LOC116950913
OG0006340	LOC137422906	NUBP1	NUBP1
OG0006341	LOC137422908	LOC133347482	LOC116951620
OG0006342	LOC137422913	LOC133350446	LOC116940072
OG0006343	LOC137422928	LOC133347713	LOC116954146
OG0006344	LOC137422929	LOC133347734	RAB3IL1
OG0006345	LOC137422941	LOC133361177	LOC116957437
OG0006346	LOC137422964	LOC133361193	LOC116958234
OG0006347	LOC137422978	LOC133361231	LOC116957455
OG0006348	LOC137422991	LOC133347567	LOC116952793
OG0006349	LOC137422995	LOC133347572	LOC116952820
OG0006350	LOC137422999	LOC133347399	LOC116958575
OG0006351	LOC137423006	LOC133347624	LOC116953204
OG0006352	LOC137423009	INCENP	LOC116955713
OG0006353	LOC137423018	LOXL4	LOXL4
OG0006354	LOC137423027	LOC133345605	LOC116941246
OG0006355	LOC137423032	LOC133345633	LOC116941211
OG0006356	LOC137423033	LOC133345591	LOC116941263
OG0006357	LOC137423035	HHEX	HHEX
OG0006358	LOC137423036	LOC133345589	LOC116941262
OG0006359	LOC137423052	LOC133347465	LOC116951344
OG0006360	LOC137423053	LOC133347463	LOC116951293
OG0006361	LOC137423055	LOC133347460	CYP7B1
OG0006362	LOC137423071	LOC133347446	LOC116951066
OG0006363	LOC137423074	LOC133347444	LOC116951049
OG0006364	LOC137423075	LOC133347445	LOC116938435
OG0006365	LOC137423085	LOC133361110	LOC116958224
OG0006366	LOC137423098	LOC133347670	LOC116953673
OG0006367	LOC137423099	LOC133347668	LOC116953651
OG0006368	LOC137423115	LOC133347491	LOC116951782
OG0006369	LOC137423118	LOC133351485	LOC116945527
OG0006370	LOC137423123	LOC133347466	LOC116951355
OG0006371	LOC137423126	LOC133353034	KCNK9
OG0006372	LOC137423137	LOC133347953	FGF6
OG0006373	LOC137423138	CSRP2	CSRP2
OG0006374	LOC137423142	LOC133347688	LOC116953935
OG0006375	LOC137423152	LOC133347675	LOC116953813
OG0006376	LOC137423158	TTC32	TTC32
OG0006377	LOC137423159	LOC133347880	LOC116957480
OG0006378	LOC137423160	LOC133350281	LOC116939939
OG0006379	LOC137423168	LOC133347874	LOC116957401
OG0006380	LOC137423169	LOC133347875	LOC116957436
OG0006381	LOC137423176	CPEB3	LOC116941242
OG0006382	LOC137423181	CCNJ	LOC116941237
