OrthoSymbol	americanLobster	amphioxus	drosophila	flameJellyfish	octopus	scallop	vaseTunicate	waspSpider
OG0005002	LOC121860634	LOC136424090	Rpn13	LOC135689535	LOC106874785	LOC110464906	LOC100179410	LOC129980629
OG0005003	LOC121860635	LOC136427580	CG1847	LOC135683929	LOC106873940	LOC110455568	LOC100185083	LOC129969252
OG0005004	LOC121860636	LOC136442806	mst	LOC135685393	LOC106872830	LOC110460084	LOC100183653	LOC129980955
OG0005005	LOC121860662	LOC136421056	Hip1	LOC135683099	LOC106879202	LOC110464641	LOC494389	LOC129971672
OG0005006	LOC121860670	LOC136438149	Tcs5	LOC135691238	LOC106883433	LOC110463343	LOC100182130	LOC129972331
OG0005007	LOC121860688	LOC136441271	Gorab	LOC135693201	LOC106868983	LOC110447972	LOC100180690	LOC129983715
OG0005008	LOC121860691	LOC136428287	eIF3j	LOC135687131	LOC106868104	LOC110445646	LOC100185372	LOC129971734
OG0005009	LOC121860693	LOC136447437	CG10628	LOC135682070	LOC106871042	LOC110449720	LOC100186773	LOC129962660
OG0005011	LOC121860709	LOC136428398	CG11788	LOC135688853	LOC106868004	LOC110466606	LOC104266179	LOC129981239
OG0005012	LOC121860728	LOC136447826	mRpL17	LOC135684247	LOC106869203	LOC110453335	LOC100184616	LOC129972216
OG0005013	LOC121860729	LOC136429610	CG7639	LOC135685688	LOC106874119	LOC110448281	LOC104266474	LOC129969008
OG0005014	LOC121860735	LOC136431416	kn	LOC135696459	LOC106878716	LOC110450015	coe	LOC129959955
OG0005016	LOC121860749	LOC136421678	IntS9	LOC135686386	LOC106879463	LOC110459116	LOC100184269	LOC129971576
OG0005017	LOC121860750	LOC136437065	Iswi	LOC135685908	LOC106884192	LOC110440406	swi/snf	LOC129963592
OG0005018	LOC121860751	LOC136429739	EMC10	LOC135695742	LOC106872800	LOC110447835	LOC100181673	LOC129967512
OG0005019	LOC121860758	LOC136427993	Brd8	LOC135695987	LOC106876373	LOC110451700	LOC100175561	LOC129965481
OG0005020	LOC121860759	LOC136430932	tex	LOC135693172	LOC106882936	LOC110448737	LOC100176365	LOC129956402
OG0005021	LOC121860761	LOC136433328	deltaCOP	LOC135684280	LOC106869211	LOC110464838	LOC100175551	LOC129984675
OG0005023	LOC121860764	LOC136435175	SMC1	LOC135686702	LOC106869447	LOC110442499	LOC100179641	LOC129975902
OG0005024	LOC121860767	LOC136427791	CG15914	LOC135682299	LOC106872562	LOC110443324	ci-zf_c3h/u1like_-1	LOC129980736
OG0005025	LOC121860772	LOC136441401	CG1309	LOC135693879	LOC106871946	LOC110442466	LOC100186765	LOC129981073
OG0005026	LOC121860781	LOC136442255	Cand1	LOC135689745	LOC106867201	LOC110443491	LOC100177977	LOC129965593
OG0005027	LOC121860785	LOC136432770	Nup133	LOC135685501	LOC106883067	LOC110457777	LOC100186719	LOC129969572
OG0005028	LOC121860790	LOC136423969	CG15643	LOC135683228	LOC106876174	LOC110457186	LOC100185351	LOC129976013
OG0005029	LOC121860796	LOC136424304	T3dh	LOC135685184	LOC106876888	LOC110443496	LOC100186144	LOC129965624
OG0005030	LOC121860798	LOC136428114	Elp4	LOC135692049	LOC106869517	LOC110447820	LOC100179761	LOC129974903
OG0005031	LOC121860874	LOC136444922	Rph	LOC135683986	LOC106875810	LOC110445229	LOC100183573	LOC129975080
OG0005032	LOC121860886	LOC136438570	mei-W68	LOC135689188	LOC106872053	LOC110456189	LOC100180409	LOC129973604
OG0005033	LOC121860897	LOC136423692	Cdc16	LOC135694703	LOC106868841	LOC110458368	LOC104265889	LOC129968867
OG0005034	LOC121860910	LOC136438616	CG8607	LOC135690715	LOC106874859	LOC110443807	LOC100178420	LOC129973090
OG0005035	LOC121860920	LOC136430259	bora	LOC135696654	LOC106872358	LOC110448430	LOC104265898	LOC129962602
OG0005037	LOC121860929	LOC136437022	v	LOC135686198	LOC106876061	LOC110440443	LOC100181631	LOC129961967
OG0005039	LOC121860957	LOC136435655	CG10324	LOC135692434	LOC106877856	LOC110457268	LOC100178241	LOC129963345
OG0005040	LOC121860959	LOC136448865	ND-19	LOC135681964	LOC106877669	LOC110451085	LOC100185261	LOC129960062
OG0005041	LOC121860962	LOC136432847	CG2017	LOC135688574	LOC106874574	LOC110459590	LOC100176234	LOC129958520
OG0005042	LOC121860963	LOC136440314	Clp	LOC135691673	LOC106867798	LOC110453921	LOC100178032	LOC129984400
OG0005043	LOC121860964	LOC136427452	AIMP3	LOC135688846	LOC106876785	LOC110466702	LOC100184121	LOC129963498
OG0005044	LOC121860973	LOC136435369	Zw	LOC135692798	LOC106874526	LOC110443182	LOC100183819	LOC129960600
OG0005045	LOC121860976	LOC136435505	ScsbetaG	LOC135692496	LOC106875047	LOC110461731	LOC100184967	LOC129966569
OG0005046	LOC121860978	LOC136436789	CG14722	LOC135686859	LOC106884265	LOC110464304	LOC100185530	LOC129964129
OG0005047	LOC121860983	LOC136440951	PGS1	LOC135691929	LOC106874019	LOC110452228	LOC100182278	LOC129989413
OG0005048	LOC121860985	LOC136435402	PPP4R2r	LOC135692586	LOC106868173	LOC110443097	LOC100179417	LOC129968178
OG0005049	LOC121860989	LOC136421675	TSG101	LOC135684114	LOC106874961	LOC110448381	LOC104265386	LOC129969238
OG0005050	LOC121860996	LOC136435946	Gart	LOC135685132	LOC106876245	LOC110459783	LOC100177674	LOC129987946
OG0005051	LOC121861006	LOC136439347	CG16896	LOC135690835	LOC106875832	LOC110449691	LOC100185296	LOC129972323
OG0005052	LOC121861010	LOC136421347	CG1789	LOC135685486	LOC106880120	LOC110452983	LOC100182210	LOC129975968
OG0005054	LOC121861019	LOC136421252	Arp3	LOC135681712	LOC106870259	LOC110460909	LOC100180684	LOC129971151
OG0005055	LOC121861021	LOC136421781	wmd	LOC135681934	LOC106879517	LOC110456431	LOC100176230	LOC129968533
OG0005056	LOC121861047	LOC136432972	CG11970	LOC135684403	LOC106874551	LOC110449531	nfrkb	LOC129958341
OG0005057	LOC121861064	LOC136440169	CG5276	LOC135692129	LOC106870165	LOC110449883	LOC100181727	LOC129984124
OG0005058	LOC121861065	LOC136438437	Rnmt	LOC135690788	LOC106873871	LOC110447042	LOC100184027	LOC129988394
OG0005059	LOC121861089	LOC136420630	CG9166	LOC135681452	LOC106873318	LOC110448289	LOC100186222	LOC129962025
OG0005060	LOC121861090	LOC136427726	Cse1	LOC135689124	LOC106875001	LOC110457132	LOC100185603	LOC129963865
OG0005061	LOC121861099	LOC136445552	Vps60	LOC135681963	LOC106875340	LOC110462889	LOC100182764	LOC129971214
OG0005062	LOC121861100	LOC136445360	SMC2	LOC135694497	LOC106876280	LOC110465448	LOC100180482	LOC129963602
OG0005064	LOC121861182	LOC136424973	Pldn	LOC135686300	LOC106874297	LOC110466910	LOC100181388	LOC129961091
OG0005065	LOC121861185	LOC136433661	CG34408	LOC135689572	LOC106878239	LOC110446508	LOC100184306	LOC129962239
OG0005066	LOC121861200	LOC136433281	spel1	LOC135685141	LOC106868054	LOC110460651	LOC100183267	LOC129960777
OG0005067	LOC121861208	LOC136421305	pns	LOC135686014	LOC106883526	LOC110462582	LOC100187283	LOC129983849
OG0005069	LOC121861226	LOC136424798	Sf3b6	LOC135689755	LOC106876661	LOC110450930	LOC100181343	LOC129988740
OG0005070	LOC121861227	LOC136430928	Pstk	LOC135696481	LOC106872979	LOC110466484	LOC100177473	LOC129966093
OG0005071	LOC121861236	LOC136420374	CG6610	LOC135681582	LOC106871729	LOC110458745	LOC100180713	LOC129964960
OG0005072	LOC121861271	LOC136426885	Cc2d2a	LOC135695171	LOC106876947	LOC110466106	LOC100177207	LOC129963141
OG0005073	LOC121861272	LOC136436576	dos	LOC135686645	LOC106880839	LOC110447121	LOC100175067	LOC129964144
OG0005074	LOC121861302	LOC136442915	RabX5	LOC135683225	LOC106871488	LOC110445817	LOC100179448	LOC129966820
OG0005077	LOC121861368	LOC136433237	eIF5	LOC135687766	LOC106877205	LOC110454911	LOC100183412	LOC129971511
OG0005078	LOC121861382	LOC136446719	CG6769	LOC135682480	LOC106877706	LOC110465537	LOC100181232	LOC129973075
OG0005079	LOC121861385	LOC136423072	CG10343	LOC135683004	LOC106874705	LOC110458585	LOC100183332	LOC129965950
OG0005080	LOC121861388	LOC136445995	mdlc	LOC135692680	LOC106869755	LOC110451079	LOC494419	LOC129966249
OG0005081	LOC121861392	LOC136439777	U2af50	LOC135691548	LOC106879966	LOC110447082	LOC100175452	LOC129987927
OG0005082	LOC121861393	LOC136448493	Cds	LOC135696811	LOC106872750	LOC110464236	LOC100183841	LOC129963186
OG0005083	LOC121861395	LOC136436783	Clc	LOC135693106	LOC106871868	LOC110464186	LOC100178066	LOC129972924
OG0005084	LOC121861401	LOC136434087	Rrp47	LOC135694675	LOC106883836	LOC110445246	LOC100186931	LOC129985364
OG0005085	LOC121861408	LOC136433942	Lpin	LOC135689845	LOC106867303	LOC110452015	LOC100183801	LOC129968914
OG0005086	LOC121861414	LOC136434093	Srp14	LOC135681117	LOC106883838	LOC110446838	LOC100184140	LOC129959648
OG0005087	LOC121861421	LOC136444054	Camta	LOC135688532	LOC106883622	LOC110462948	LOC100180499	LOC129960015
OG0005088	LOC121861426	LOC136436231	PIG-M	LOC135690529	LOC106884089	LOC110443755	LOC101243010	LOC129968777
OG0005089	LOC121861451	LOC136435284	CG14543	LOC135686568	LOC106881007	LOC110467071	LOC100175648	LOC129964213
OG0005090	LOC121861459	LOC136444723	CG6712	LOC135694417	LOC106881357	LOC110446927	LOC100183722	LOC129988275
OG0005091	LOC121861477	LOC136428150	Prim2	LOC135688734	LOC106875764	LOC110442808	LOC100181367	LOC129969314
OG0005092	LOC121861479	LOC136424775	Pfdn1	LOC135681090	LOC106880852	LOC110454782	LOC100184088	LOC129963187
OG0005093	LOC121861480	LOC136442572	C3G	LOC135682334	LOC106880457	LOC110449856	LOC100177942	LOC129958296
OG0005094	LOC121861488	LOC136446776	cbc	LOC135682747	LOC106872450	LOC110459436	LOC100183747	LOC129980316
OG0005095	LOC121861506	LOC136447490	hay	LOC135682773	LOC106882049	LOC110459619	LOC100183594	LOC129981104
OG0005096	LOC121861507	LOC136435534	CG11807	LOC135692838	LOC106884027	LOC110455327	LOC100175758	LOC129958519
OG0005097	LOC121861510	LOC136444769	RfC4	LOC135683500	LOC106870562	LOC110461344	LOC100181422	LOC129984665
OG0005098	LOC121861517	LOC136424228	CG7943	LOC135689541	LOC106875194	LOC110443526	LOC100185082	LOC129972325
OG0005099	LOC121861518	LOC136424261	Hacd1	LOC135688250	LOC106881918	LOC110458019	LOC100184399	LOC129975092
OG0005100	LOC121861530	LOC136436562	RpL31	LOC135686613	LOC106882665	LOC110455979	LOC100180716	LOC129967059
OG0005102	LOC121861544	LOC136428822	RpS12	LOC135688808	LOC106874713	LOC110465486	LOC100184468	LOC129981463
OG0005103	LOC121861550	LOC136435213	por	LOC135686010	LOC106871820	LOC110447646	LOC100184764	LOC129963723
OG0005104	LOC121861562	LOC136433548	sav	LOC135685752	LOC106870964	LOC110461439	LOC100187526	LOC129972440
OG0005107	LOC121861623	LOC136436728	Gclm	LOC135693541	LOC106872290	LOC110441597	LOC100185904	LOC129981647
OG0005108	LOC121861626	LOC136430983	CG7519	LOC135696257	LOC106869025	LOC110449628	LOC100176929	LOC129958205
OG0005109	LOC121861634	LOC136447046	Atg9	LOC135682748	LOC106871037	LOC110461180	LOC100181201	LOC129957006
OG0005110	LOC121861660	LOC136449051	jdp	LOC135684399	LOC106881696	LOC110460061	LOC100176568	LOC129972601
OG0005111	LOC121861662	LOC136441229	TfIIB	LOC135693929	LOC106877794	LOC110459363	LOC100182343	LOC129972429
OG0005112	LOC121861663	LOC136445614	ALiX	LOC135681972	LOC106873542	LOC110452747	LOC100187545	LOC129971086
OG0005113	LOC121861664	LOC136422321	ktub	LOC135683515	LOC106884098	LOC110452575	LOC100181434	LOC129961017
OG0005114	LOC121861675	LOC136436215	CG9213	LOC135686737	LOC106883006	LOC110448104	LOC100186334	LOC129968146
OG0005115	LOC121861697	LOC136424174	Hacl	LOC135691295	LOC106872707	LOC110449719	LOC100178631	LOC129956781
OG0005116	LOC121861698	LOC136428898	epsilonCOP	LOC135687104	LOC106879587	LOC110462575	LOC100185940	LOC129965166
OG0005117	LOC121861699	LOC136430921	Syx18	LOC135694607	LOC106868551	LOC110451718	LOC100179814	LOC129985290
OG0005118	LOC121861703	LOC136433262	CG11417	LOC135681806	LOC106873914	LOC110447920	LOC100180561	LOC129957503
OG0005119	LOC121861706	LOC136446147	gny	LOC135695170	LOC106876492	LOC110461575	LOC100177063	LOC129963349
OG0005121	LOC121861709	LOC136425730	Atu	LOC135682511	LOC106873747	LOC110466966	LOC494392	LOC129957170
OG0005122	LOC121861714	LOC136443355	CG31908	LOC135688221	LOC106876767	LOC110455273	LOC100177692	LOC129981867
OG0005123	LOC121861718	LOC136433649	CG5861	LOC135684332	LOC106867887	LOC110445912	LOC100177683	LOC129981818
OG0005124	LOC121861772	LOC136439397	Ddx1	LOC135690777	LOC106880663	LOC110457457	LOC100183686	LOC129984321
OG0005125	LOC121861775	LOC136436343	Naa15-16	LOC135686333	LOC106872671	LOC110455501	LOC100183798	LOC129968457
OG0005126	LOC121861789	LOC136432555	Polr2G	LOC135690184	LOC106871620	LOC110446837	LOC100177778	LOC129966427
OG0005127	LOC121861794	LOC136430333	Bub3	LOC135693426	LOC106882570	LOC110466403	LOC100186469	LOC129963940
OG0005128	LOC121861796	LOC136440254	Dus1	LOC135691533	LOC106882767	LOC110448614	LOC100177418	LOC129963220
OG0005129	LOC121861798	LOC136438128	Syx16	LOC135690792	LOC106884338	LOC110446296	LOC100186079	LOC129961819
OG0005130	LOC121861803	LOC136437337	CG4291	LOC135686432	LOC106871576	LOC110465441	zf_u1like_-1	LOC129963607
OG0005131	LOC121861850	LOC136431184	CG15747	LOC135683910	LOC106882127	LOC110441705	LOC100179470	LOC129957002
OG0005135	LOC121861886	LOC136437338	gol	LOC135686918	LOC106881230	LOC110457232	LOC100183595	LOC129958712
OG0005136	LOC121861919	LOC136442125	alpha-Spec	LOC135693527	LOC106879353	LOC110449459	LOC100183424	LOC129984503
OG0005137	LOC121861920	LOC136444547	Lnk	LOC135683306	LOC106871628	LOC110447018	LOC100179111	LOC129969063
OG0005138	LOC121861946	LOC136422714	JMJD4	LOC135681112	LOC106867706	LOC110442430	LOC100178389	LOC129985264
OG0005139	LOC121862000	LOC136445889	CG2698	LOC135682444	LOC106883961	LOC110452879	LOC100182025	LOC129956967
OG0005140	LOC121862021	LOC136440952	CG32409	LOC135691770	LOC106880365	LOC110447458	LOC100179977	LOC129981974
OG0005141	LOC121862036	LOC136439018	CG17883	LOC135691089	LOC106869195	LOC110442477	LOC113474064	LOC129981626
OG0005142	LOC121862052	LOC136433578	CG30291	LOC135682784	LOC106880649	LOC110462893	LOC100182552	LOC129961680
OG0005143	LOC121862070	LOC136436179	Naxd	LOC135686928	LOC106884448	LOC110454118	LOC100183233	LOC129976502
OG0005144	LOC121862073	LOC136425027	mtm	LOC135686753	LOC106881300	LOC110447181	LOC100182371	LOC129959980
OG0005145	LOC121862082	LOC136433332	CG4537	LOC135692475	LOC106873755	LOC110459606	LOC100186372	LOC129983705
OG0005146	LOC121862093	LOC136443067	Pgd	LOC135688116	LOC106876031	LOC110460402	LOC100187169	LOC129987860
OG0005147	LOC121862097	LOC136421526	CG4554	LOC135682127	LOC106873497	LOC110451588	LOC100177572	LOC129987800
OG0005148	LOC121862105	LOC136440073	CG14182	LOC135692176	LOC106869165	LOC110446660	LOC100177667	LOC129972302
OG0005149	LOC121862108	LOC136444201	Sara	LOC135694905	LOC106872539	LOC110442795	zf_fyve_-3	LOC129959627
OG0005151	LOC121862122	LOC136427887	ThrRS	LOC135687029	LOC106882580	LOC110454994	LOC100178842	LOC129966911
OG0005153	LOC121862145	LOC136446905	msl-1	LOC135682696	LOC106877655	LOC110463458	LOC100178376	LOC129966098
OG0005154	LOC121862146	LOC136422844	Uvrag	LOC135684965	LOC106868034	LOC110463764	LOC100176751	LOC129963085
OG0005155	LOC121862158	LOC136427686	Bulli	LOC135686804	LOC106881798	LOC110454734	LOC100185751	LOC129969694
OG0005156	LOC121862164	LOC136433680	yata	LOC135692528	LOC106881845	LOC110466065	LOC100183492	LOC129976200
OG0005157	LOC121862183	LOC136440372	CG12241	LOC135692112	LOC106878693	LOC110461425	LOC100176156	LOC129981078
OG0005158	LOC121862199	LOC136428615	Apt1	LOC135688749	LOC106870586	LOC110460275	LOC100178038	LOC129958626
OG0005160	LOC121862258	LOC136436875	Ostgamma	LOC135685980	LOC106867772	LOC110442771	LOC100184901	LOC129969393
OG0005161	LOC121862265	LOC136433520	Lrr47	LOC135686662	LOC106873673	LOC110466073	LOC100179279	LOC129965941
OG0005162	LOC121862274	LOC136447836	CG1575	LOC135682389	LOC106871708	LOC110465121	LOC100182618	LOC129956868
OG0005164	LOC121862281	LOC136425265	Faa	LOC135681534	LOC106867521	LOC110455204	LOC101243511	LOC129969189
OG0005165	LOC121862287	LOC136420469	Sec61beta	LOC135681558	LOC106872596	LOC110442031	LOC100175466	LOC129976601
OG0005166	LOC121862288	LOC136429595	r-l	LOC135685145	LOC106884092	LOC110446856	LOC100180443	LOC129987437
OG0005167	LOC121862290	LOC136428504	Sec71	LOC135689156	LOC106871743	LOC110456645	LOC100184439	LOC129963040
OG0005168	LOC121862292	LOC136436049	Cyfip	LOC135686795	LOC106884276	LOC110447126	LOC100179378	LOC129960287
OG0005169	LOC121862311	LOC136423034	Mccc1	LOC135684261	LOC106878349	LOC110463110	LOC100175214	LOC129963688
OG0005170	LOC121862314	LOC136437318	CG13001	LOC135685338	LOC106874642	LOC110467298	LOC100178220	LOC129966324
OG0005171	LOC121862327	LOC136424279	scrib	LOC135689435	LOC106871622	LOC110446422	LOC100183941	LOC129972636
OG0005172	LOC121862329	LOC136447107	GlyRS	LOC135682067	LOC106879482	LOC110464318	LOC100185799	LOC129981282
OG0005173	LOC121862330	LOC136437931	CG11964	LOC135691105	LOC106880108	LOC110454450	LOC100177053	LOC129957032
OG0005174	LOC121862355	LOC136428910	eco	LOC135688768	LOC106875851	LOC110466685	LOC100178318	LOC129965381
OG0005175	LOC121862357	LOC136433411	mldr	LOC135690547	LOC106873924	LOC110441521	LOC100187385	LOC129981964
OG0005176	LOC121862362	LOC136431024	Csl4	LOC135693727	LOC106882525	LOC110452024	LOC100185360	LOC129984337
OG0005178	LOC121862368	LOC136428646	Hmgcr	LOC135686993	LOC106880618	LOC110454220	LOC100187175	LOC129989549
OG0005179	LOC121862370	LOC136422385	CysRS	LOC135695278	LOC106877103	LOC110462079	LOC100180961	LOC129988123
OG0005180	LOC121862374	LOC136425025	CG15561	LOC135683840	LOC106881050	LOC110453855	LOC100184826	LOC129965957
OG0005181	LOC121862376	LOC136445445	Keap1	LOC135694557	LOC106877646	LOC110443663	LOC100177101	LOC129984078
OG0005182	LOC121862384	LOC136435578	CG9536	LOC135693199	LOC106878810	LOC110462228	LOC100183463	LOC129958822
OG0005183	LOC121862410	LOC136427492	CG3335	LOC135683761	LOC106878274	LOC110442744	LOC100184410	LOC129969406
OG0005185	LOC121862426	LOC136433686	Sf3b2	LOC135684845	LOC106869620	LOC110467227	LOC100184508	LOC129959729
OG0005186	LOC121862430	LOC136424086	eIF2Bdelta	LOC135689931	LOC106877527	LOC110448758	LOC100187323	LOC129988959
OG0005187	LOC121862434	LOC136441345	Mdh2	LOC135684017	LOC106872209	LOC110446880	LOC100178529	LOC129980847
OG0005188	LOC121862435	LOC136438191	vih	LOC135691138	LOC106879102	LOC110460367	LOC100176437	LOC129960965
OG0005189	LOC121862445	LOC136424303	Doa	LOC135690097	LOC106877139	LOC110452175	LOC100182816	LOC129976147
OG0005190	LOC121862451	LOC136446032	mRpL45	LOC135682595	LOC106880468	LOC110442418	LOC100186983	LOC129984635
OG0005191	LOC121862455	LOC136440361	Nthl1	LOC135691931	LOC106868851	LOC110442153	LOC100182948	LOC129971317
OG0005192	LOC121862461	LOC136447406	kdn	LOC135682853	LOC106875646	LOC110452908	LOC104266666	LOC129956906
OG0005193	LOC121862471	LOC136446037	CG15525	LOC135681864	LOC106871470	LOC110448030	LOC100177557	LOC129967339
OG0005194	LOC121862493	LOC136438916	CG5013	LOC135683727	LOC106871333	LOC110458076	LOC100178474	LOC129984143
OG0005195	LOC121862651	LOC136420605	Prim1	LOC135681108	LOC106867717	LOC110461613	LOC100176054	LOC129976051
OG0005197	LOC121862699	LOC136438873	CG17712	LOC135691189	LOC106882626	LOC110464801	LOC100179435	LOC129963771
OG0005203	LOC121862798	LOC136427649	Pex13	LOC135688719	LOC106875353	LOC110445157	LOC100183203	LOC129963751
OG0005205	LOC121862853	LOC136433153	Ranbp21	LOC135692494	LOC106871654	LOC110467254	LOC100182219	LOC129957192
OG0005207	LOC121862856	LOC136442325	CG8891	LOC135693248	LOC106870217	LOC110459730	LOC100180887	LOC129960046
OG0005210	LOC121862880	LOC136446189	CG6693	LOC135682867	LOC106874855	LOC110447977	LOC100181094	LOC129967048
OG0005211	LOC121862889	LOC136442454	Tsc1	LOC135693671	LOC106876567	LOC110458194	LOC100187265	LOC129988493
OG0005212	LOC121862890	LOC136427359	CG9393	LOC135687179	LOC106881544	LOC110445548	LOC100175733	LOC129988147
OG0005213	LOC121862891	LOC136434896	Coq3	LOC135685174	LOC106868239	LOC110451595	LOC113475354	LOC129956738
OG0005214	LOC121862895	LOC136446265	CG11839	LOC135682745	LOC106869496	LOC110441898	LOC100179292	LOC129965380
OG0005215	LOC121862898	LOC136438548	Dpm1	LOC135690790	LOC106876529	LOC110453627	LOC100180591	LOC129972092
OG0005216	LOC121862899	LOC136443819	Wdr33	LOC135688058	LOC106883031	LOC110440483	LOC100178312	LOC129968462
OG0005217	LOC121862903	LOC136442752	CG10470	LOC135693450	LOC106868989	LOC110447960	LOC100178158	LOC129963272
OG0005218	LOC121862924	LOC136428772	Elp3	LOC135688871	LOC106880382	LOC110445158	LOC100182144	LOC129964067
OG0005219	LOC121862925	LOC136432559	Ero1L	LOC135688918	LOC106879175	LOC110463502	LOC100187389	LOC129957406
OG0005221	LOC121862931	LOC136444586	peng	LOC135694948	LOC106874655	LOC110442800	LOC100179066	LOC129976602
OG0005223	LOC121862941	LOC136423571	CG12129	LOC135684616	LOC106877572	LOC110448075	LOC100175172	LOC129963132
OG0005224	LOC121862942	LOC136441369	CG1463	LOC135684428	LOC128250562	LOC110459369	LOC100182387	LOC129963458
OG0005225	LOC121862950	LOC136434929	Xxylt	LOC135687942	LOC106876761	LOC110458899	LOC100176443	LOC129983754
OG0005226	LOC121862961	LOC136421925	CG6073	LOC135683139	LOC106876176	LOC110461336	LOC100176484	LOC129972143
OG0005227	LOC121862983	LOC136423337	Smr	LOC135683808	LOC106875842	LOC110460925	LOC100177691	LOC129963334
